Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb03g025990,GRMZM2G130375,
Sb10g010820,,GRMZM2G313761
Sb03g044950,GRMZM5G822137,
Sb01g048430,,GRMZM2G075227
Sb10g009860,,GRMZM2G324375
Sb02g034675,,GRMZM2G127714
Sb04g004580,GRMZM2G322129,
Sb01g050680,GRMZM2G330436,
Sb09g007240,,GRMZM2G416308
Sb06g018630,,GRMZM2G079342
Sb02g030270,,AC199782.5_FG002
Sb06g019610,AC213693.3_FG003,
Sb03g001250,,GRMZM2G072029
Sb04g002290,,GRMZM5G808290
Sb02g038360,,GRMZM2G146416
Sb07g005030,,GRMZM2G449355
Sb01g010840,GRMZM2G118003,
Sb01g039980,GRMZM2G306732,
Sb04g006450,,GRMZM2G056920
Sb05g005220,GRMZM2G035068,
Sb04g032400,GRMZM2G061910,
Sb06g020960,GRMZM2G081053,
Sb01g001670,AC217358.3_FG011,
Sb05g017500,GRMZM2G150691,
Sb10g025270,GRMZM5G805627,
Sb08g022860,GRMZM2G430623,
Sb10g002370,GRMZM2G107609,
Sb07g019050,,GRMZM2G044832
Sb03g037450,GRMZM2G073376,
Sb08g003260,GRMZM2G366264,
Sb02g000320,,GRMZM2G052985
Sb06g030780,GRMZM2G055844,
Sb02g026490,GRMZM2G009045,
Sb10g028010,,GRMZM2G150276
Sb10g028540,GRMZM2G131822,
Sb05g004930,GRMZM2G312146,
Sb01g041710,GRMZM2G167138,
Sb10g029760,,GRMZM2G048537
Sb02g038140,GRMZM2G076981,
Sb03g037710,GRMZM2G024806,
Sb01g014230,GRMZM2G043191,
Sb08g020710,,GRMZM2G444621
Sb03g039000,GRMZM2G303465,
Sb04g027630,,GRMZM2G087245
Sb04g008560,GRMZM2G146677,
Sb01g039180,GRMZM2G471904,
Sb03g043310,GRMZM2G164165,
Sb07g024380,,GRMZM2G337128
Sb06g025070,,GRMZM2G344476
Sb06g030250,GRMZM2G305007,
Sb01g035570,GRMZM2G075290,
Sb02g004350,GRMZM2G132568,
Sb10g025053,GRMZM2G160730,
Sb10g020570,GRMZM2G047867,
Sb02g009710,GRMZM2G143253,
Sb02g041070,,GRMZM2G060109
Sb10g025380,,GRMZM2G158668
Sb04g020040,GRMZM2G149115,
Sb01g036980,GRMZM2G175019,
Sb01g015420,GRMZM2G140594,
Sb02g040300,GRMZM2G159034,
Sb03g042800,GRMZM2G141632,
Sb06g030450,,GRMZM2G044100
Sb09g021610,,GRMZM2G026470
Sb01g039320,GRMZM2G119886,
Sb02g006710,GRMZM2G472100,
Sb06g019940,GRMZM2G060906,
Sb03g031650,GRMZM2G448710,
Sb03g031655,,GRMZM2G445338
Sb05g027710,GRMZM2G122073,
Sb02g030770,GRMZM2G132101,
Sb04g001450,GRMZM2G068277,
Sb03g006700,GRMZM2G467671,
Sb04g001320,GRMZM2G098370,
Sb02g039090,GRMZM2G030731,
Sb03g046490,GRMZM2G060536,
Sb04g033750,GRMZM2G170017,
Sb01g038580,GRMZM2G107838,
Sb10g004430,GRMZM2G160496,
Sb02g000650,GRMZM2G135739,
Sb10g003420,,GRMZM2G152777
Sb09g028840,GRMZM2G160430,
Sb01g002320,GRMZM2G369432,
Sb07g022600,GRMZM2G049346,
Sb01g002630,GRMZM2G340257,
Sb10g005810,AC215198.3_FG002,
Sb01g013160,GRMZM2G330453,
Sb04g004960,GRMZM2G334722,
Sb06g000930,,GRMZM2G176998
Sb10g005740,GRMZM2G016866,
Sb10g000990,GRMZM5G817759,
Sb01g006530,,AC195340.3_FG004
Sb02g010080,GRMZM2G154747,
Sb06g024670,GRMZM2G132774,
Sb10g007760,,GRMZM2G064993
Sb01g042690,AC208897.3_FG004,
Sb07g003280,GRMZM5G828229,
Sb09g019440,,GRMZM2G145752
Sb09g023750,GRMZM2G037286,
Sb10g007520,,GRMZM2G122302
Sb10g024650,GRMZM2G144142,
Sb03g028960,GRMZM2G150260,
Sb06g028160,GRMZM2G098239,
Sb07g021770,,AC208358.3_FG005
Sb02g032950,GRMZM2G171884,
Sb02g006540,GRMZM2G105996,
Sb04g005210,GRMZM2G075333,
Sb10g013070,,GRMZM2G117057
Sb08g005300,,GRMZM2G080107
Sb02g039540,GRMZM2G079226,
Sb01g017420,,GRMZM2G330751
Sb03g026520,GRMZM2G019874,
Sb05g002440,GRMZM2G140011,
Sb01g049905,,GRMZM2G148057
Sb02g034170,GRMZM2G455075,
Sb08g016960,GRMZM2G050394,
Sb07g025380,GRMZM2G045503,
Sb01g006280,GRMZM2G038494,
Sb01g044560,GRMZM2G097283,
Sb01g025820,GRMZM2G063024,
Sb07g028156,,GRMZM2G083411
Sb01g028810,GRMZM2G076468,
Sb02g023760,,GRMZM2G419606
Sb04g033590,GRMZM2G529859,
Sb06g031120,GRMZM2G086573,
Sb03g034060,GRMZM5G879882,
Sb01g022080,GRMZM2G016241,
Sb03g025430,GRMZM2G093098,
Sb01g042960,GRMZM2G395121,
Sb03g026620,GRMZM2G111123,
Sb03g028610,GRMZM2G129860,
Sb05g004590,GRMZM2G155253,
Sb06g018930,GRMZM2G130085,
Sb08g005290,,GRMZM5G803355
Sb04g037120,,GRMZM2G084984
Sb04g021800,GRMZM2G073913,
Sb02g027470,GRMZM2G089854,
Sb02g027475,GRMZM2G089948,
Sb04g026270,,GRMZM2G459474
Sb06g015220,GRMZM2G149567,
Sb07g000480,,GRMZM2G059325
Sb03g030830,,GRMZM2G115766
Sb02g023540,,GRMZM2G110412
Sb03g029690,GRMZM2G047255,
Sb02g038070,AC185108.3_FG011,
Sb02g032550,GRMZM2G006416,
Sb03g029420,GRMZM2G157912,
Sb03g032605,,GRMZM2G339781
Sb09g029640,GRMZM2G059037,
Sb03g002750,GRMZM2G035278,
Sb06g029740,,GRMZM2G000620
Sb05g025710,GRMZM2G037472,
Sb04g025070,GRMZM2G030606,
Sb10g011040,GRMZM2G133050,
Sb10g012160,GRMZM2G092379,
Sb10g001060,,GRMZM2G429113
Sb05g027910,GRMZM2G000510,
Sb01g030050,GRMZM2G143202,
Sb01g004000,GRMZM2G116908,
Sb09g020220,GRMZM2G363116,
Sb07g025980,GRMZM2G136453,
Sb08g004300,GRMZM2G419806,
Sb03g047190,GRMZM2G174479,
Sb09g018790,GRMZM2G062527,
Sb04g004030,,GRMZM2G009871
Sb01g000240,GRMZM2G077222,
Sb03g044450,AC203535.4_FG001,
Sb01g049590,,GRMZM2G064612
Sb08g016630,GRMZM2G383088,
Sb09g030500,GRMZM2G141999,
Sb01g044340,,GRMZM2G004377
Sb01g011490,GRMZM2G363813,
Sb03g002130,GRMZM2G146161,
Sb01g015390,GRMZM2G034217,
Sb06g014930,GRMZM2G093826,
Sb04g011560,GRMZM2G081075,
Sb10g001240,,GRMZM2G145396
Sb02g040590,,GRMZM5G812660
Sb01g048470,GRMZM5G845611,
Sb10g010610,GRMZM2G008539,
Sb10g010020,GRMZM2G060522,
Sb01g001560,GRMZM2G155935,
Sb01g028610,,GRMZM2G116452
Sb09g018420,GRMZM2G079440,
Sb04g007770,,GRMZM2G413069
Sb01g041820,GRMZM2G118497,
Sb04g001470,,GRMZM2G322348
Sb02g009510,GRMZM2G109743,
Sb06g030410,,GRMZM2G127668
Sb02g026700,GRMZM2G135400,
Sb01g027670,GRMZM2G394410,
Sb03g045040,GRMZM2G126386,
Sb04g037550,,GRMZM2G075499
Sb10g031250,GRMZM2G112895,
Sb10g023930,GRMZM2G010884,
Sb04g038520,,GRMZM2G017159
Sb04g031120,GRMZM2G076562,
Sb03g041200,,GRMZM2G148800
Sb03g041750,GRMZM2G138161,
Sb04g031870,GRMZM2G044495,
Sb08g007760,,GRMZM2G004663
Sb03g029640,GRMZM2G021807,
Sb03g036290,,GRMZM2G133175
Sb07g026810,GRMZM2G132712,
Sb04g024650,GRMZM2G092672,
Sb01g023020,,GRMZM2G094999
Sb06g030930,GRMZM2G443903,
Sb09g019230,GRMZM2G054056,
Sb04g024380,GRMZM2G101605,
Sb06g000430,,GRMZM2G068350
Sb01g009400,,GRMZM2G129554
Sb02g006890,GRMZM2G107096,
Sb01g009150,,GRMZM2G011383
Sb06g019190,,GRMZM2G135430
Sb05g026890,GRMZM2G457287,
Sb03g000280,GRMZM5G884242,
Sb03g035920,GRMZM2G025758,
Sb04g008260,GRMZM5G863198,
Sb03g003900,,GRMZM2G570006
Sb02g026640,GRMZM2G096268,
Sb10g028220,GRMZM2G154652,
Sb03g008260,,GRMZM2G000035
Sb08g001590,,GRMZM2G014387
Sb01g020480,,GRMZM2G146446
Sb06g019370,,GRMZM2G064159
Sb02g032450,,GRMZM2G002851
Sb06g022910,GRMZM2G306741,
Sb01g045340,GRMZM5G855347,
Sb08g019390,GRMZM2G048140,
Sb04g029000,GRMZM2G075136,
Sb02g009880,GRMZM2G139639,
Sb07g010190,GRMZM2G148078,
Sb03g005540,GRMZM2G401606,
Sb06g003300,GRMZM2G013765,
Sb07g004240,GRMZM2G079759,
Sb01g033580,GRMZM2G152877,
Sb07g028710,GRMZM2G005840,
Sb04g033456,,GRMZM2G129569
Sb09g002950,GRMZM2G122943,
Sb03g032930,AC207628.4_FG010,
Sb02g008640,,GRMZM2G134955
Sb08g000470,GRMZM2G066165,
Sb04g005950,GRMZM5G844562,
Sb01g030440,GRMZM2G052685,
Sb02g032760,GRMZM2G114748,
Sb03g013100,,GRMZM2G003022
Sb03g013450,GRMZM2G176963,
Sb02g038880,GRMZM2G351482,
Sb05g019830,,GRMZM2G322844
Sb02g034080,GRMZM2G356198,
Sb01g041310,GRMZM2G108032,
Sb04g009600,GRMZM2G107380,
Sb01g049120,,GRMZM2G171466
Sb02g031220,,GRMZM2G050193
Sb04g023380,GRMZM2G127963,
Sb04g024210,GRMZM2G106412,
Sb04g003820,,GRMZM2G451007
Sb07g028430,,GRMZM2G027972
Sb02g035420,GRMZM2G076987,
Sb02g035930,GRMZM2G465987,
Sb02g024460,,GRMZM2G176141
Sb09g005455,GRMZM2G426469,
Sb09g002480,GRMZM2G119583,
Sb01g028030,GRMZM2G068917,
Sb09g008170,,GRMZM2G147221
Sb01g021280,GRMZM2G327605,
Sb02g037680,GRMZM2G023346,
Sb10g029570,GRMZM2G478624,
Sb03g033510,,GRMZM2G166383
Sb04g021230,GRMZM2G477146,
Sb03g036740,GRMZM2G116670,
Sb05g002290,GRMZM2G076087,
Sb02g034330,GRMZM2G139931,
Sb01g049960,GRMZM2G085885,
Sb04g005170,,GRMZM2G119578
Sb02g028430,,GRMZM2G003947
Sb05g008630,GRMZM2G059026,
Sb01g018240,GRMZM2G456452,
Sb02g041790,,GRMZM2G350773
Sb01g016950,GRMZM2G368041,
Sb08g021650,GRMZM2G381822,
Sb01g028150,GRMZM2G003318,
Sb10g027830,GRMZM2G477829,
Sb10g030820,AC235548.1_FG002,
Sb02g035680,,GRMZM5G821439
Sb03g034290,GRMZM2G477200,
Sb03g001620,,GRMZM2G161988
Sb01g039840,GRMZM2G119168,
Sb09g025410,GRMZM2G176396,
Sb02g042040,GRMZM2G137064,
Sb03g006930,,GRMZM2G097900
Sb04g017460,GRMZM2G028677,
Sb05g022730,GRMZM2G100423,
Sb09g003530,GRMZM2G111138,
Sb01g018510,,GRMZM2G432697
Sb01g017970,,GRMZM2G135940
Sb02g041530,,GRMZM2G071076
Sb02g041240,,GRMZM2G077479
Sb03g012270,GRMZM2G058923,
Sb03g047170,GRMZM2G097182,
Sb03g008850,GRMZM2G124066,
Sb09g002220,GRMZM5G837841,
Sb02g009570,,GRMZM2G052935
Sb09g002227,GRMZM2G031620,
Sb02g038550,,GRMZM2G457889
Sb01g003750,,GRMZM2G095865
Sb09g029870,GRMZM2G458448,
Sb01g016600,GRMZM2G320269,
Sb10g005630,GRMZM2G409865,
Sb07g007860,,GRMZM2G036829
Sb06g021360,GRMZM2G053557,
Sb09g003280,GRMZM2G089484,
Sb09g023150,GRMZM2G061105,
Sb01g048990,GRMZM2G070259,
Sb04g030960,GRMZM2G103357,
Sb07g024240,,GRMZM2G036217
Sb01g001530,AC217374.3_FG001,
Sb07g024710,GRMZM2G454482,
Sb05g006970,GRMZM2G161852,
Sb07g022010,GRMZM5G820727,
Sb02g001845,GRMZM2G369284,
Sb04g009240,,GRMZM2G066269
Sb02g003620,GRMZM2G398996,
Sb03g032840,AC207628.4_FG005,
Sb04g001210,GRMZM5G854880,
Sb04g033070,GRMZM2G071844,
Sb03g025220,GRMZM2G405313,
Sb02g036240,,GRMZM2G067520
Sb08g020520,,GRMZM2G022629
Sb01g029280,GRMZM2G405622,
Sb02g043980,,GRMZM2G129209
Sb09g016140,GRMZM2G141760,
Sb01g042200,GRMZM2G161780,
Sb04g037330,GRMZM5G879872,
Sb10g003690,GRMZM2G028552,
Sb03g038290,GRMZM2G339122,
Sb03g043876,GRMZM2G084134,
Sb10g025840,GRMZM2G432722,
Sb02g023150,GRMZM2G064106,
Sb06g001090,GRMZM2G129208,
Sb04g030310,GRMZM2G170602,
Sb03g029730,GRMZM2G004362,
Sb10g031060,GRMZM2G361391,
Sb02g038620,GRMZM5G831577,
Sb03g045230,GRMZM2G145840,
Sb02g036300,GRMZM5G872502,
Sb09g029250,GRMZM2G354604,
Sb10g000290,GRMZM2G150884,
Sb03g043873,,GRMZM2G032706
Sb07g024820,GRMZM2G119812,
Sb03g041920,GRMZM2G014653,
Sb01g022160,GRMZM5G887426,
Sb07g003340,GRMZM2G021864,
Sb09g021400,GRMZM2G118037,
Sb10g008270,GRMZM2G048243,
Sb03g031820,GRMZM2G109976,
Sb07g002352,GRMZM2G136680,
Sb01g008050,,GRMZM2G473711
Sb01g008720,GRMZM2G133652,
Sb09g026990,GRMZM5G847982,
Sb09g028420,,GRMZM2G070013
Sb06g027405,GRMZM2G125704,
Sb06g026800,GRMZM2G100732,
Sb06g020360,,GRMZM2G111423
Sb07g025440,,AC190609.3_FG004
Sb06g030880,,GRMZM2G426242
Sb06g026200,GRMZM2G125494,
Sb07g009460,GRMZM2G056756,
Sb03g040340,GRMZM2G111907,
Sb10g028190,GRMZM2G477762,
Sb07g001610,GRMZM5G878823,
Sb06g023980,GRMZM2G016649,
Sb03g009060,,GRMZM2G004006
Sb04g022570,,GRMZM2G134563
Sb05g025520,,GRMZM2G001444
Sb03g041690,,GRMZM2G129065
Sb06g024530,GRMZM2G325513,
Sb04g019560,GRMZM2G025598,
Sb02g012410,,GRMZM2G142502
Sb08g007586,,GRMZM2G426467
Sb02g005700,GRMZM2G156684,
Sb07g026390,GRMZM2G424241,
Sb03g003410,GRMZM2G353444,
Sb04g037590,GRMZM2G344974,
Sb09g023920,,GRMZM2G161009
Sb06g020180,GRMZM2G163494,
Sb02g040630,GRMZM2G300709,
Sb01g043400,,GRMZM2G178190
Sb07g004020,GRMZM2G001551,
Sb07g019220,GRMZM2G141707,
Sb03g030990,GRMZM2G037469,
Sb09g030240,,GRMZM2G338661
Sb01g005690,GRMZM2G110295,
Sb08g016400,,GRMZM2G110369
Sb03g008380,GRMZM2G166524,
Sb01g004016,,AC210013.4_FG009
Sb06g031930,GRMZM2G119941,
Sb07g023050,GRMZM2G334639,
Sb01g038340,GRMZM5G824405,
Sb09g021070,,GRMZM2G414373
Sb04g031990,GRMZM2G481755,
Sb02g032150,GRMZM2G107987,
Sb01g045800,,GRMZM2G479529
Sb02g037300,GRMZM2G443829,
Sb01g032960,GRMZM2G009435,
Sb01g026260,,GRMZM2G095094
Sb10g004230,GRMZM2G063550,
Sb04g033170,,GRMZM2G038243
Sb01g046700,GRMZM2G173826,
Sb03g042900,GRMZM2G359397,
Sb04g033040,GRMZM2G139920,
Sb05g004540,,GRMZM2G053466
Sb01g020030,GRMZM2G116526,
Sb02g036870,GRMZM2G107562,
Sb04g038640,GRMZM2G077531,
Sb05g023960,GRMZM2G099583,
Sb03g024590,,GRMZM2G142964
Sb04g038310,GRMZM2G133919,
Sb02g033250,GRMZM2G052288,
Sb06g031685,GRMZM2G029194,
Sb04g025240,,GRMZM2G104925
Sb02g005370,GRMZM2G054405,
Sb05g021600,,GRMZM2G139813
Sb06g033270,,GRMZM2G011513
Sb05g021350,GRMZM2G040720,
Sb01g045160,GRMZM2G147920,
Sb03g031895,,GRMZM2G360219
Sb10g024070,GRMZM5G885766,
Sb07g019480,GRMZM2G167694,
Sb03g009380,,GRMZM2G058404
Sb01g019600,GRMZM2G165413,
Sb01g008940,GRMZM2G391936,
Sb04g009670,GRMZM2G063162,
Sb01g004610,GRMZM2G168833,
Sb01g037210,GRMZM2G317160,
Sb03g005716,GRMZM2G028718,
Sb01g000720,GRMZM2G417843,
Sb06g019580,,GRMZM5G880300
Sb09g027250,GRMZM2G174949,
Sb06g028240,GRMZM2G046070,
Sb09g004640,GRMZM2G152040,
Sb06g022270,GRMZM2G076279,
Sb10g012265,GRMZM2G177084,
Sb10g008220,GRMZM2G110832,
Sb03g009030,GRMZM2G070264,
Sb09g023440,GRMZM2G361064,
Sb04g035690,,GRMZM2G032350
Sb02g030090,GRMZM2G056829,
Sb02g009630,,GRMZM2G080139
Sb08g003790,GRMZM2G031624,
Sb02g034650,,GRMZM2G127729
Sb09g001560,GRMZM2G001205,
Sb03g035520,,GRMZM2G424857
Sb07g027280,GRMZM2G016079,
Sb07g020080,GRMZM2G144547,
Sb02g038700,GRMZM2G136884,
Sb09g002030,GRMZM2G024576,
Sb09g005020,GRMZM2G146750,
Sb01g010860,,GRMZM2G452026
Sb03g039240,GRMZM2G302171,
Sb09g026650,GRMZM2G001221,
Sb01g034810,GRMZM2G414278,
Sb02g011160,GRMZM2G077361,
Sb02g038300,GRMZM2G056081,
Sb01g010810,GRMZM2G346263,
Sb01g029510,GRMZM2G089121,
Sb04g006470,GRMZM2G306771,
Sb06g020460,GRMZM2G022229,
Sb02g009870,GRMZM2G008263,
Sb04g006475,,GRMZM2G454306
Sb03g031225,GRMZM2G077607,
Sb09g018130,,GRMZM2G068294
Sb06g025580,,AC209206.3_FG014
Sb05g026370,GRMZM2G444222,
Sb02g034430,GRMZM2G025718,
Sb04g036180,GRMZM2G180418,
Sb09g004650,GRMZM2G450233,
Sb02g034435,GRMZM2G108615,
Sb08g022840,,GRMZM2G163059
Sb09g001710,GRMZM2G403003,
Sb03g045840,GRMZM2G428168,
Sb07g027750,GRMZM2G161004,
Sb04g008100,,GRMZM2G049329
Sb07g005450,GRMZM2G079925,
Sb04g028030,GRMZM2G105539,
Sb07g001010,,GRMZM2G005737
Sb10g029740,GRMZM2G116167,
Sb06g032650,GRMZM2G040300,
Sb04g001860,,GRMZM2G060451
Sb03g039020,GRMZM2G032258,
Sb02g010790,,GRMZM2G018649
Sb02g042450,AC212684.3_FG012,
Sb07g028470,,GRMZM2G067555
Sb01g012280,GRMZM2G155043,
Sb02g023690,GRMZM2G472376,
Sb10g028990,,GRMZM2G378770
Sb06g025720,,GRMZM2G125585
Sb01g048510,,GRMZM2G171986
Sb09g023320,GRMZM2G039173,
Sb03g046160,GRMZM2G168707,
Sb09g007300,,GRMZM2G046537
Sb04g020060,AC234169.1_FG004,
Sb01g007878,GRMZM2G058158,
Sb01g017070,,GRMZM2G022130
Sb01g035510,GRMZM2G083689,
Sb01g048040,GRMZM2G048740,
Sb01g038833,AC217300.3_FG004,
Sb01g036300,GRMZM2G320325,
Sb04g025580,GRMZM2G309368,
Sb01g033770,,GRMZM2G035517
Sb01g047400,GRMZM5G860938,
Sb03g007030,GRMZM2G309897,
Sb03g042860,GRMZM2G114873,
Sb01g033820,GRMZM2G078806,
Sb09g021670,GRMZM2G073310,
Sb01g043580,GRMZM5G895573,
Sb01g019050,GRMZM2G131683,
Sb03g011900,GRMZM2G341366,
Sb03g006090,GRMZM2G099340,
Sb07g021280,GRMZM2G428555,
Sb03g038190,,GRMZM2G029282
Sb01g026860,GRMZM2G090887,
Sb01g002610,GRMZM2G142097,
Sb07g022950,GRMZM2G117189,
Sb07g023270,GRMZM2G082640,
Sb09g008130,,GRMZM2G083344
Sb02g006730,GRMZM2G472096,
Sb03g012640,,GRMZM2G079638
Sb02g025960,GRMZM2G126290,
Sb10g026740,GRMZM2G009724,
Sb09g012300,,GRMZM2G154463
Sb07g020880,GRMZM2G106558,
Sb03g034880,GRMZM2G022856,
Sb10g002300,GRMZM2G097313,
Sb06g021110,GRMZM2G008656,
Sb02g002706,GRMZM2G167892,
Sb07g024500,GRMZM2G025488,
Sb05g004600,,GRMZM2G043226
Sb02g002700,GRMZM2G048172,
Sb03g028900,GRMZM2G316635,
Sb02g034440,GRMZM2G021233,
Sb02g032970,GRMZM2G092131,
Sb03g036820,GRMZM2G386276,
Sb10g007540,,GRMZM2G534116
Sb08g005490,,GRMZM2G324157
Sb08g005360,,GRMZM2G087413
Sb01g012160,GRMZM2G323943,
Sb02g028370,,GRMZM2G052908
Sb09g006130,GRMZM2G031876,
Sb04g017420,GRMZM2G115257,
Sb01g034040,GRMZM2G049762,
Sb09g020670,GRMZM2G062577,
Sb07g022480,,GRMZM2G075775
Sb01g030480,GRMZM2G303007,
Sb05g001270,GRMZM2G060470,
Sb06g031100,,GRMZM2G143352
Sb03g034080,GRMZM5G836674,
Sb04g031430,GRMZM2G375153,
Sb04g028300,GRMZM5G812555,
Sb02g040320,GRMZM2G459702,
Sb05g008540,GRMZM2G315264,
Sb09g029400,GRMZM2G132929,
Sb10g027165,GRMZM2G000753,
Sb01g010850,,AC210961.3_FG002
Sb01g000390,,GRMZM2G144196
Sb04g033210,GRMZM2G171444,
Sb09g019790,,GRMZM2G325350
Sb04g001123,GRMZM2G088114,
Sb04g037100,GRMZM5G800598,
Sb04g026290,GRMZM2G028736,
Sb01g038300,GRMZM2G135337,
Sb02g027490,GRMZM2G181390,
Sb09g028310,GRMZM2G458607,
Sb01g043090,GRMZM2G091511,
Sb03g044330,GRMZM2G139617,
Sb02g002570,GRMZM2G064799,
Sb10g023850,GRMZM2G345493,
Sb09g004860,GRMZM2G003064,
Sb08g015410,,GRMZM2G084647
Sb09g030740,,GRMZM5G860590
Sb10g011030,,GRMZM2G353729
Sb03g040420,GRMZM2G096802,
Sb10g002980,GRMZM2G173615,
Sb05g020920,,GRMZM2G097896
Sb08g017580,GRMZM2G571844,
Sb07g023530,GRMZM2G148867,
Sb10g001990,GRMZM2G018006,
Sb05g003300,,GRMZM2G135990
Sb06g020640,GRMZM2G130230,
Sb01g007640,GRMZM2G031138,
Sb10g001000,GRMZM5G847530,
Sb01g018090,GRMZM2G350225,
Sb05g024020,,GRMZM5G875516
Sb02g004620,,GRMZM2G322641
Sb01g043890,,GRMZM2G181568
Sb05g007160,GRMZM2G104833,
Sb07g022220,GRMZM2G059502,
Sb09g020200,,GRMZM2G136567
Sb02g013132,GRMZM2G360688,
Sb06g018370,GRMZM2G160966,
Sb08g004360,GRMZM2G324131,
Sb06g018375,GRMZM2G171277,
Sb01g000260,AC177899.2_FG009,
Sb02g033510,,GRMZM2G133421
Sb03g033360,GRMZM2G079897,
Sb07g015070,,AC213666.3_FG003
Sb07g023280,GRMZM2G082630,
Sb03g026370,GRMZM2G028037,
Sb04g002880,GRMZM2G054765,
Sb01g042940,GRMZM2G094444,
Sb01g042410,GRMZM2G140991,
Sb03g025410,,GRMZM2G064675
Sb03g003600,,GRMZM2G523371
Sb08g018120,,GRMZM2G046088
Sb03g026140,AC155377.1_FG002,
Sb04g009880,,GRMZM2G413193
Sb02g028800,GRMZM2G376829,
Sb01g041800,GRMZM2G116292,
Sb01g043100,,GRMZM2G100431
Sb01g037680,GRMZM2G021433,
Sb09g004460,GRMZM2G040702,
Sb05g003650,GRMZM2G083317,
Sb04g030450,GRMZM2G320307,
Sb03g027810,,GRMZM2G117742
Sb02g026720,GRMZM2G147191,
Sb10g023660,GRMZM2G097995,
Sb03g035840,GRMZM2G042412,
Sb01g045060,GRMZM2G018984,
Sb01g027610,GRMZM2G143625,
Sb03g045060,GRMZM2G429101,
Sb08g019830,GRMZM2G131897,
Sb04g002730,GRMZM2G462118,
Sb09g029090,GRMZM2G163359,
Sb01g022205,,GRMZM2G390432
Sb04g025010,AC205703.4_FG005,
Sb03g031030,GRMZM2G164674,
Sb02g036900,GRMZM2G054870,
Sb01g029720,GRMZM2G065050,
Sb08g008200,GRMZM2G049915,
Sb03g025103,,GRMZM2G464754
Sb06g026130,GRMZM2G114131,
Sb02g040730,GRMZM2G451097,
Sb03g000260,AC233880.1_FG006,
Sb03g035900,GRMZM2G071441,
Sb01g041065,GRMZM2G170532,
Sb02g033160,,GRMZM2G164304
Sb03g046900,,GRMZM2G092616
Sb06g023040,,GRMZM2G400570
Sb01g050270,,GRMZM2G354851
Sb06g023510,,GRMZM2G468756
Sb02g024765,GRMZM2G169149,
Sb10g000710,GRMZM2G168214,
Sb02g014480,GRMZM2G468147,
Sb08g021810,GRMZM2G099542,
Sb06g019355,GRMZM2G526267,
Sb06g019350,GRMZM2G179268,
Sb02g012620,,GRMZM2G341253
Sb01g045320,GRMZM2G064732,
Sb06g025910,GRMZM2G161913,
Sb09g026450,GRMZM2G077278,
Sb09g026320,GRMZM2G043435,
Sb04g006500,GRMZM2G029979,
Sb06g025260,GRMZM2G101408,
Sb08g022100,GRMZM2G042313,
Sb05g026740,GRMZM2G057450,
Sb03g005030,GRMZM2G003096,
Sb07g002690,,GRMZM2G400135
Sb09g022520,GRMZM2G146219,
Sb01g049490,GRMZM2G044388,
Sb03g005520,GRMZM2G102196,
Sb07g024350,AC212244.4_FG004,
Sb08g019520,GRMZM2G039238,
Sb01g044810,GRMZM2G059102,
Sb04g034750,GRMZM2G449327,
Sb09g024780,GRMZM2G014981,
Sb09g028480,,GRMZM2G025240
Sb01g013400,GRMZM2G038988,
Sb06g031740,GRMZM2G365166,
Sb01g028580,,GRMZM2G116327
Sb01g038860,GRMZM2G041955,
Sb04g005820,GRMZM2G119921,
Sb07g026340,GRMZM2G142357,
Sb09g019310,GRMZM2G090262,
Sb03g013470,,GRMZM2G022659
Sb01g014570,GRMZM2G038848,
Sb01g050490,,GRMZM2G168355
Sb04g033900,GRMZM2G015784,
Sb10g025060,,GRMZM2G123482
Sb06g015130,GRMZM2G069708,
Sb03g030340,GRMZM2G055585,
Sb05g001710,GRMZM2G462417,
Sb04g023360,,GRMZM2G372633
Sb08g005220,,GRMZM2G348257
Sb05g016800,,GRMZM2G057237
Sb07g004590,GRMZM2G343519,
Sb05g013830,,GRMZM2G451357
Sb02g024440,,GRMZM2G040692
Sb02g024910,,GRMZM2G159125
Sb04g028190,GRMZM2G351832,
Sb09g008190,,GRMZM2G038780
Sb06g023260,GRMZM2G157207,
Sb02g035910,,GRMZM2G163307
Sb01g028050,GRMZM2G047781,
Sb06g022640,GRMZM2G382747,
Sb10g029510,,GRMZM2G365961
Sb01g032160,,GRMZM2G372632
Sb03g036010,GRMZM2G045128,
Sb08g019380,GRMZM2G304926,
Sb03g039900,AC209080.3_FG004,
Sb03g036130,GRMZM2G177259,
Sb09g025780,GRMZM2G141762,
Sb03g044850,,GRMZM2G002135
Sb03g044430,AC203535.4_FG004,
Sb02g042200,GRMZM2G327394,
Sb02g028140,GRMZM2G068862,
Sb02g034350,,GRMZM2G064759
Sb01g045850,,GRMZM2G178880
Sb02g028410,GRMZM2G487036,
Sb03g035270,GRMZM2G035790,
Sb10g028600,GRMZM2G381576,
Sb09g027320,,GRMZM2G082385
Sb04g031220,GRMZM2G413829,
Sb05g026630,GRMZM5G870184,
Sb04g028990,,GRMZM2G125544
Sb03g024040,AC197555.3_FG008,
Sb04g023500,GRMZM5G861800,
Sb03g001350,AC194022.3_FG013,
Sb08g021100,,GRMZM2G114613
Sb07g027320,GRMZM2G141784,
Sb06g031350,GRMZM2G040095,
Sb03g037990,GRMZM2G021589,
Sb03g010780,GRMZM2G013378,
Sb03g042100,GRMZM2G105184,
