chr	start	stop	name	pct_at	pct_gc	num_A	num_C	num_G	num_T	num_N	num_oth	seq_len
3	187591018	187592590	GRMZM2G101617	0.440840	0.559160	363	427	452	330	0	0	1572
3	187591509	187594103	GRMZM2G402092	0.401311	0.598689	516	779	774	525	0	0	2594
3	187667967	187670234	GRMZM2G042364	0.464932	0.535068	489	625	588	565	0	0	2267
3	187660793	187662931	GRMZM2G042492	0.553789	0.446211	607	480	474	577	0	0	2138
3	187768901	187771861	GRMZM2G138074	0.441554	0.558446	613	870	783	694	0	0	2960
3	187772203	187778414	GRMZM2G438551	0.508775	0.491225	1616	1515	1536	1544	0	0	6211
3	187780816	187786585	GRMZM2G137942	0.539955	0.460045	1399	1480	1174	1716	0	0	5769
3	187801810	187804568	GRMZM2G130558	0.460841	0.539159	538	844	643	733	0	0	2758
3	187868056	187871141	GRMZM5G859099	0.510859	0.489141	807	751	758	769	0	0	3085
3	187955309	187956397	AC213654	0.273897	0.726103	165	403	387	133	0	0	1088
3	187960097	187960639	AC213654	0.271218	0.728782	76	172	223	71	0	0	542
3	187988342	187989319	AC213654	0.486182	0.513818	236	259	243	239	0	0	977
3	187980567	187985887	GRMZM5G859195	0.595489	0.404511	1703	1116	1036	1465	0	0	5320
3	188039677	188043136	GRMZM2G702059	0.562012	0.437988	947	725	790	997	0	0	3459
3	188079003	188081955	AC213654	0.554878	0.445122	769	658	656	869	0	0	2952
3	188075434	188078406	AC213654	0.600269	0.399731	978	616	572	806	0	0	2972
3	188143632	188162671	GRMZM2G139329	0.509218	0.485530	4879	4750	4494	4816	100	0	19039
3	188294236	188295381	GRMZM2G372440	0.343231	0.656769	209	392	360	184	0	0	1145
3	188298353	188305344	GRMZM2G372477	0.569446	0.430554	1851	1418	1592	2130	0	0	6991
3	188335707	188342450	GRMZM2G046907	0.512828	0.487172	1640	1726	1559	1818	0	0	6743
3	188359091	188360778	GRMZM2G046911	0.381743	0.618257	264	620	423	380	0	0	1687
3	188375630	188377035	GRMZM2G047021	0.560142	0.439858	355	329	289	432	0	0	1405
3	188377657	188384309	GRMZM2G047028	0.567198	0.432802	1921	1466	1413	1852	0	0	6652
3	188387407	188390356	GRMZM2G047274	0.510682	0.489318	774	738	705	732	0	0	2949
3	188393692	188396232	GRMZM2G047384	0.422047	0.577953	508	714	754	564	0	0	2540
3	188433721	188435240	GRMZM2G047652	0.552995	0.447005	420	337	342	420	0	0	1519
3	188513397	188515763	GRMZM2G103135	0.571429	0.428571	710	456	558	642	0	0	2366
3	188572051	188573580	GRMZM2G178704	0.419882	0.580118	307	477	410	335	0	0	1529
3	188587457	188589046	AC204515	0.406545	0.593455	336	458	485	310	0	0	1589
3	188589431	188595257	GRMZM2G002165	0.564367	0.435633	1731	1253	1285	1557	0	0	5826
3	188596987	188600646	GRMZM2G302293	0.466248	0.533752	930	975	978	776	0	0	3659
3	188616811	188617233	AC204515	0.372038	0.627962	70	174	91	87	0	0	422
3	188630300	188631149	GRMZM2G002119	0.320377	0.679623	127	286	291	145	0	0	849
3	188728318	188729365	GRMZM2G310368	0.390640	0.609360	223	314	324	186	0	0	1047
3	188865882	188883412	GRMZM2G383833	0.457501	0.542499	3619	4359	5151	4401	0	0	17530
3	188886095	188886669	GRMZM2G532628	0.595819	0.404181	175	105	127	167	0	0	574
3	188955717	188966167	GRMZM2G349603	0.541531	0.458469	2884	2513	2278	2775	0	0	10450
3	188982500	188982972	GRMZM2G005825	0.377119	0.622881	95	164	130	83	0	0	472
3	188984432	188988434	GRMZM2G306143	0.520490	0.479510	1059	930	989	1024	0	0	4002
3	189121955	189122894	AC205060	0.468584	0.531416	212	208	291	228	0	0	939
3	189268874	189270152	GRMZM2G070465	0.620501	0.379499	406	247	238	387	0	0	1278
3	189262009	189262959	GRMZM2G070591	0.553684	0.446316	289	210	214	237	0	0	950
3	189263059	189265646	GRMZM2G372156	0.625821	0.374179	753	466	502	866	0	0	2587
3	189262784	189262908	GRMZM5G885871	0.419355	0.580645	26	37	35	26	0	0	124
3	189262784	189262908	zma	0.419355	0.580645	26	37	35	26	0	0	124
3	189270551	189271762	GRMZM2G046431	0.627581	0.372419	413	228	223	347	0	0	1211
3	189298152	189302979	GRMZM2G008109	0.492853	0.507147	1136	1221	1227	1243	0	0	4827
3	189403503	189406549	GRMZM2G113414	0.588313	0.411687	738	613	641	1054	0	0	3046
3	189414882	189415898	GRMZM2G396029	0.363189	0.636811	211	291	356	158	0	0	1016
3	189451244	189452014	AC195244	0.407792	0.592208	154	240	216	160	0	0	770
3	189514210	189514575	AC233851	0.260274	0.739726	62	109	161	33	0	0	365
3	189517976	189518287	AC233851	0.299035	0.700965	56	85	133	37	0	0	311
3	189516783	189517210	GRMZM2G702070	0.580796	0.419204	148	89	90	100	0	0	427
3	189522077	189522466	AC233851	0.323907	0.676093	81	124	139	45	0	0	389
3	189523131	189524965	AC233851	0.405125	0.594875	340	535	556	403	0	0	1834
3	189527430	189531533	GRMZM5G801031	0.591762	0.408238	1042	763	912	1386	0	0	4103
3	189525335	189527302	GRMZM5G867518	0.543467	0.456533	608	455	443	461	0	0	1967
3	189554837	189556018	AC233851	0.441152	0.558848	250	291	369	271	0	0	1181
3	189593216	189595137	AC233851	0.342530	0.657470	354	652	611	304	0	0	1921
3	189595700	189597733	GRMZM2G091338	0.427447	0.572553	387	584	580	482	0	0	2033
3	189658814	189662483	GRMZM5G874840	0.565822	0.434178	892	775	818	1184	0	0	3669
3	189711782	189713779	GRMZM2G085005	0.537807	0.462193	476	448	475	598	0	0	1997
3	189747005	189749439	GRMZM2G386261	0.471241	0.528759	540	644	643	607	0	0	2434
3	189749773	189754835	GRMZM2G386276	0.541486	0.458514	1440	1165	1156	1301	0	0	5062
3	189756586	189758451	GRMZM2G085392	0.489544	0.510456	522	460	492	391	0	0	1865
3	189832964	189836545	GRMZM2G173647	0.459369	0.540631	801	963	973	844	0	0	3581
3	189838344	189839128	GRMZM2G173654	0.419643	0.580357	169	232	223	160	0	0	784
3	189869681	189870320	GRMZM2G702078	0.436620	0.563380	169	209	151	110	0	0	639
3	189879346	189889149	GRMZM2G022934	0.582169	0.417831	2947	2163	1933	2760	0	0	9803
3	189874301	189874939	GRMZM2G173658	0.438871	0.561128	167	207	151	113	0	0	638
3	189910133	189911827	GRMZM2G321839	0.379575	0.620425	307	517	534	336	0	0	1694
3	189955262	189961161	GRMZM2G116700	0.582980	0.417020	1562	1183	1277	1877	0	0	5899
3	189994701	189997504	GRMZM2G116670	0.459864	0.540136	577	768	746	712	0	0	2803
3	190031474	190032909	AC190560	0.598606	0.401394	470	304	272	389	0	0	1435
3	190043950	190045284	GRMZM2G116632	0.437781	0.562219	290	391	359	294	0	0	1334
3	190121698	190124114	GRMZM2G105224	0.344785	0.655215	393	791	792	440	0	0	2416
3	190144122	190146564	GRMZM2G061515	0.382064	0.617936	463	743	766	470	0	0	2442
3	190222548	190224584	GRMZM2G056983	0.596758	0.403242	705	475	346	510	0	0	2036
3	190379869	190383498	GRMZM2G138800	0.562138	0.437862	1116	769	820	924	0	0	3629
3	190373043	190375808	GRMZM2G440529	0.484629	0.515371	636	727	698	704	0	0	2765
3	190385053	190387921	GRMZM2G138802	0.666667	0.333333	958	371	585	954	0	0	2868
3	190499485	190507595	GRMZM2G322723	0.494698	0.505302	2066	1987	2111	1946	0	0	8110
3	190513185	190518812	GRMZM2G322728	0.463302	0.536698	1291	1531	1489	1316	0	0	5627
3	190568352	190568723	AC182838	0.388140	0.611860	62	136	91	82	0	0	371
3	190568990	190569148	GRMZM5G845906	0.651899	0.348101	45	28	27	58	0	0	158
3	190625217	190628421	GRMZM2G364375	0.402622	0.597378	643	966	948	647	0	0	3204
3	190739803	190740234	GRMZM5G890081	0.285383	0.714617	44	196	112	79	0	0	431
3	190808754	190810072	GRMZM2G062283	0.538695	0.461305	367	321	287	343	0	0	1318
3	190809718	190811813	GRMZM2G062342	0.560859	0.439141	652	473	447	523	0	0	2095
3	190827324	190830545	AC209093	0.635827	0.364173	1123	578	595	925	0	0	3221
3	190832930	190836332	GRMZM2G062373	0.549383	0.450617	782	807	726	1087	0	0	3402
3	190841467	190848064	GRMZM2G062429	0.599667	0.400333	1873	1321	1320	2083	0	0	6597
3	190899619	190899882	GRMZM2G006562	0.368821	0.631179	35	82	84	62	0	0	263
3	190947709	190953803	GRMZM2G563190	0.606334	0.393666	2069	1273	1126	1626	0	0	6094
3	190984355	190988700	GRMZM2G135027	0.588953	0.411047	1143	849	937	1416	0	0	4345
3	191003089	191006079	GRMZM2G135054	0.559532	0.440468	965	624	693	708	0	0	2990
3	191054032	191064202	GRMZM2G082745	0.535300	0.464700	2730	2301	2425	2714	0	0	10170
3	191113338	191119676	GRMZM2G169773	0.592932	0.407068	2140	1333	1247	1618	0	0	6338
3	191110331	191113231	GRMZM2G169782	0.394138	0.605862	562	903	854	581	0	0	2900
3	191137980	191139490	GRMZM2G055000	0.356291	0.643709	264	519	453	274	0	0	1510
3	191137980	191139349	GRMZM2G355343	0.338934	0.661066	239	492	413	225	0	0	1369
3	191183278	191244718	GRMZM2G054905	0.501839	0.498161	16379	14649	15958	14454	0	0	61440
3	191247307	191253683	GRMZM2G054811	0.589711	0.410289	2075	1349	1267	1685	0	0	6376
3	191337215	191338020	AC194425	0.417391	0.582609	140	221	248	196	0	0	805
3	191353780	191364145	GRMZM2G136665	0.601351	0.398649	3072	1966	2166	3161	0	0	10365
3	191372099	191372654	GRMZM2G436856	0.378378	0.621622	130	150	195	80	0	0	555
3	191388233	191391376	GRMZM2G136710	0.430799	0.569201	716	915	874	638	0	0	3143
3	191427097	191428001	GRMZM2G026333	0.430310	0.569690	183	265	250	206	0	0	904
3	191427189	191434367	GRMZM6G945840	0.564781	0.393424	1952	1450	1374	2102	300	0	7178
3	191473359	191555798	GRMZM2G057140	0.505780	0.493007	20168	19658	20985	21528	100	0	82439
3	191580197	191588901	GRMZM2G096920	0.572840	0.427160	2431	1891	1827	2555	0	0	8704
3	191672176	191679010	GRMZM2G000615	0.561165	0.438835	2089	1544	1455	1746	0	0	6834
3	191738708	191741784	GRMZM2G127453	0.540312	0.459688	750	703	711	912	0	0	3076
3	191821977	191826353	GRMZM2G093101	0.559415	0.440585	1114	1003	925	1334	0	0	4376
3	191828447	191833308	GRMZM2G093239	0.584859	0.415141	1303	1032	986	1540	0	0	4861
3	191899704	191903569	GRMZM5G817173	0.373609	0.626391	678	1221	1200	766	0	0	3865
3	191968919	191988741	GRMZM5G851026	0.530976	0.443800	5313	4337	4460	5212	500	0	19822
3	191989568	191993909	GRMZM2G177259	0.559548	0.440452	1189	1031	881	1240	0	0	4341
3	192055518	192058803	GRMZM5G877838	0.562862	0.437138	979	729	707	870	0	0	3285
3	192083346	192085892	GRMZM2G047262	0.425373	0.574627	543	692	771	540	0	0	2546
3	192081161	192082514	GRMZM5G888860	0.559497	0.440503	277	285	311	480	0	0	1353
3	192096911	192097670	AC190623	0.403162	0.596838	150	231	222	156	0	0	759
3	192102985	192106239	AC190623	0.612477	0.387523	833	679	582	1160	0	0	3254
3	192151749	192151867	GRMZM5G846697	0.525424	0.474576	28	30	26	34	0	0	118
3	192151749	192151867	zma	0.525424	0.474576	28	30	26	34	0	0	118
3	192177996	192188541	GRMZM2G078576	0.573826	0.426174	3406	2165	2329	2645	0	0	10545
3	192286110	192298353	GRMZM2G038953	0.473740	0.526260	3148	2849	3594	2652	0	0	12243
3	192284005	192285909	GRMZM2G039166	0.397584	0.602416	370	538	609	387	0	0	1904
3	192472924	192477077	AC204381	0.441849	0.558151	827	1125	1193	1008	0	0	4153
3	192471019	192471751	GRMZM2G172891	0.606557	0.393443	249	159	129	195	0	0	732
3	192484912	192487631	GRMZM5G838938	0.589187	0.410813	805	596	521	797	0	0	2719
3	192518061	192521508	AC207767	0.450247	0.491732	608	770	925	944	200	0	3447
3	192532596	192533301	GRMZM2G702094	0.584397	0.415603	217	124	169	195	0	0	705
3	192533562	192533942	GRMZM5G876242	0.544737	0.455263	120	66	107	87	0	0	380
3	192543020	192555542	GRMZM2G020865	0.569957	0.422057	3985	2645	2640	3152	100	0	12522
3	192560542	192567678	GRMZM2G045128	0.582119	0.417881	2204	1528	1454	1950	0	0	7136
3	192599754	192600459	GRMZM2G702100	0.585816	0.414184	216	122	170	197	0	0	705
3	192784557	192787366	GRMZM5G899168	0.565326	0.434674	917	662	559	671	0	0	2809
3	192801102	192802797	GRMZM2G702103	0.699115	0.300885	594	278	232	591	0	0	1695
3	192838059	192843265	AC197578	0.604879	0.395121	1667	1042	1015	1482	0	0	5206
3	192844994	192851610	GRMZM2G582965	0.583283	0.416717	1927	1274	1483	1932	0	0	6616
3	192970240	192971642	GRMZM2G025758	0.472183	0.527817	339	356	384	323	0	0	1402
3	193155434	193183271	GRMZM2G071441	0.592090	0.407910	8047	5119	6236	8435	0	0	27837
3	193211108	193212966	GRMZM2G016068	0.533369	0.466631	547	447	420	444	0	0	1858
3	193213490	193225905	GRMZM5G871846	0.527346	0.456544	3026	2902	2766	3521	200	0	12415
3	193365448	193367095	GRMZM2G091756	0.491196	0.508804	373	425	413	436	0	0	1647
3	193374428	193375527	GRMZM2G016640	0.595086	0.404914	291	226	219	363	0	0	1099
3	193439687	193440156	GRMZM2G304474	0.353945	0.646055	64	135	168	102	0	0	469
3	193439131	193439580	GRMZM2G436020	0.260579	0.739421	60	159	173	57	0	0	449
3	193529934	193530553	GRMZM2G089141	0.336026	0.663974	106	168	243	102	0	0	619
3	193532222	193535510	GRMZM2G094090	0.531934	0.468066	826	734	805	923	0	0	3288
3	193652081	193652875	GRMZM2G042412	0.348866	0.651133	157	268	249	120	0	0	794
3	193667073	193668360	GRMZM5G816545	0.333333	0.666667	198	461	397	231	0	0	1287
3	193671882	193678208	GRMZM5G897926	0.593108	0.406892	1923	1351	1223	1829	0	0	6326
3	193700966	193712335	GRMZM2G052365	0.564430	0.435570	3165	2701	2251	3252	0	0	11369
3	193811628	193820554	GRMZM2G101698	0.504929	0.495071	2182	2141	2278	2325	0	0	8926
3	193821186	193827132	GRMZM2G101760	0.559031	0.440969	1921	1360	1262	1403	0	0	5946
3	193907313	193910914	GRMZM2G029785	0.623160	0.376840	1203	675	682	1041	0	0	3601
3	193912321	193917588	GRMZM2G049759	0.591608	0.408392	1518	1082	1069	1598	0	0	5267
3	193923907	193926024	GRMZM2G049654	0.441190	0.558810	469	644	539	465	0	0	2117
3	194070043	194076116	GRMZM2G320013	0.577145	0.422855	1776	1085	1483	1729	0	0	6073
3	194102172	194108364	GRMZM2G454081	0.514050	0.485950	1480	1385	1624	1703	0	0	6192
3	194111404	194112250	GRMZM2G152451	0.314421	0.685579	116	289	291	150	0	0	846
3	194117125	194118680	GRMZM2G152461	0.433441	0.566559	272	458	423	402	0	0	1555
3	194115035	194115752	GRMZM2G454085	0.622036	0.377964	250	139	132	196	0	0	717
3	194125298	194127413	GRMZM2G152496	0.546572	0.453428	600	493	466	556	0	0	2115
3	194129576	194131648	GRMZM2G454225	0.611486	0.388514	615	329	476	652	0	0	2072
3	194128142	194128967	GRMZM5G835806	0.469091	0.530909	165	261	177	222	0	0	825
3	194231832	194232419	AC182831	0.202726	0.797274	59	143	325	60	0	0	587
3	194233309	194235175	GRMZM2G156877	0.518757	0.481243	497	464	434	471	0	0	1866
3	194294144	194294830	GRMZM2G335815	0.526239	0.473761	194	158	167	167	0	0	686
3	194319035	194320191	GRMZM2G156377	0.346886	0.653114	194	379	376	207	0	0	1156
3	194394735	194403322	GRMZM2G390221	0.604868	0.395132	2812	1689	1704	2382	0	0	8587
3	194412215	194419136	GRMZM2G089944	0.588210	0.411790	1945	1375	1475	2126	0	0	6921
3	194488172	194491796	GRMZM2G033359	0.429912	0.570088	802	1012	1054	756	0	0	3624
3	194537969	194541372	GRMZM2G377589	0.601822	0.398178	1120	706	649	928	0	0	3403
3	194548547	194548808	GRMZM2G147322	0.390805	0.609195	56	63	96	46	0	0	261
3	194547918	194548213	GRMZM5G844748	0.338983	0.661017	76	85	110	24	0	0	295
3	194575811	194576860	GRMZM2G052816	0.616778	0.383222	280	196	206	367	0	0	1049
3	194609126	194612917	GRMZM2G028369	0.586389	0.413611	1001	738	830	1222	0	0	3791
3	194696979	194697892	GRMZM2G128531	0.423877	0.576123	183	289	237	204	0	0	913
3	194702590	194705288	GRMZM2G048843	0.589325	0.373610	897	508	500	693	100	0	2698
3	194705389	194705678	GRMZM2G165485	0.283737	0.716263	51	95	112	31	0	0	289
3	194738586	194739038	GRMZM2G409970	0.336283	0.663717	68	141	159	84	0	0	452
3	194762464	194764431	GRMZM2G040881	0.534825	0.465175	573	476	439	479	0	0	1967
3	194803503	194804903	GRMZM2G162768	0.409286	0.590714	286	459	368	287	0	0	1400
3	194820740	194821941	GRMZM2G162754	0.409659	0.590341	265	344	365	227	0	0	1201
3	194865151	194868315	GRMZM2G111657	0.570796	0.429204	972	692	666	834	0	0	3164
3	194883265	194885065	GRMZM2G111637	0.490556	0.509444	452	439	478	431	0	0	1800
3	194889850	194893885	GRMZM5G898597	0.559851	0.440149	1096	885	891	1163	0	0	4035
3	194948765	194951386	GRMZM2G166946	0.475391	0.524609	595	708	667	651	0	0	2621
3	194991563	194998580	GRMZM2G390160	0.558501	0.441499	1808	1520	1578	2111	0	0	7017
3	195044277	195045055	GRMZM2G310031	0.358612	0.641388	118	230	269	161	0	0	778
3	195121818	195124266	GRMZM2G035790	0.391340	0.608660	451	749	741	507	0	0	2448
3	195169399	195172089	GRMZM2G158807	0.408550	0.591450	513	790	801	586	0	0	2690
3	195170223	195191180	GRMZM2G460078	0.515055	0.484945	5579	5009	5154	5215	0	0	20957
3	195293690	195294329	GRMZM2G702115	0.497653	0.502347	134	198	123	184	0	0	639
3	195307505	195312043	GRMZM2G059678	0.561922	0.438078	1321	978	1010	1229	0	0	4538
3	195328125	195328536	GRMZM2G463157	0.452555	0.547445	82	136	89	104	0	0	411
3	195331799	195333081	GRMZM2G163407	0.436037	0.563963	294	344	379	265	0	0	1282
3	195358054	195364448	GRMZM2G393716	0.623241	0.376759	1903	1167	1242	2082	0	0	6394
3	195377311	195383469	GRMZM2G094712	0.577135	0.422865	1542	1316	1288	2012	0	0	6158
3	195442421	195444605	GRMZM5G840538	0.395147	0.604853	394	675	646	469	0	0	2184
3	195461806	195462523	GRMZM2G016435	0.456067	0.543933	165	207	183	162	0	0	717
3	195480829	195487594	GRMZM2G015881	0.579601	0.420399	2071	1492	1352	1850	0	0	6765
3	195572569	195576334	GRMZM2G014833	0.522444	0.477556	916	892	906	1051	0	0	3765
3	195675874	195677363	GRMZM2G144960	0.408328	0.591672	321	434	447	287	0	0	1489
3	195671186	195674115	GRMZM2G446220	0.430181	0.569819	608	839	830	652	0	0	2929
3	195708822	195719224	GRMZM2G162175	0.545087	0.454913	2662	2229	2503	3008	0	0	10402
3	195718705	195722934	GRMZM2G162238	0.525656	0.474344	1170	980	1026	1053	0	0	4229
3	195734869	195737727	GRMZM2G162274	0.581526	0.418474	884	653	543	778	0	0	2858
3	195762087	195765461	GRMZM2G162290	0.480439	0.519561	812	921	832	809	0	0	3374
3	195814790	195815872	GRMZM2G162305	0.388170	0.611830	197	347	315	223	0	0	1082
3	195834713	195836359	AC205813	0.609356	0.390644	529	302	341	474	0	0	1646
3	195850594	195852398	GRMZM2G072586	0.383592	0.616408	360	548	564	332	0	0	1804
3	195946191	195961958	GRMZM2G452529	0.526543	0.473457	3926	3651	3814	4376	0	0	15767
3	195997810	196004796	GRMZM2G095084	0.582594	0.417406	2248	1528	1388	1822	0	0	6986
3	195990511	195991614	GRMZM2G394973	0.323663	0.676337	155	393	353	202	0	0	1103
3	195995365	195996016	GRMZM2G394979	0.373272	0.626728	130	195	213	113	0	0	651
3	196004876	196007905	GRMZM2G105827	0.600858	0.399142	844	560	649	976	0	0	3029
3	196027448	196029879	GRMZM2G105863	0.368984	0.631016	470	712	822	427	0	0	2431
3	196083501	196088772	GRMZM2G324886	0.601024	0.398976	1402	1105	998	1766	0	0	5271
3	196111398	196116524	GRMZM2G022777	0.559891	0.440109	1595	1142	1114	1275	0	0	5126
3	196126845	196128899	GRMZM2G022679	0.376339	0.623661	394	629	652	379	0	0	2054
3	196132354	196134105	GRMZM2G324806	0.418618	0.581382	378	501	517	355	0	0	1751
3	196146610	196147131	GRMZM2G702119	0.652591	0.347409	159	90	91	181	0	0	521
3	196154706	196155499	GRMZM2G022253	0.436318	0.563682	207	217	230	139	0	0	793
3	196158654	196161220	GRMZM2G324705	0.533515	0.466485	730	646	551	639	0	0	2566
3	196163225	196165922	GRMZM2G430606	0.568039	0.431961	877	570	595	655	0	0	2697
3	196194211	196196553	GRMZM2G127661	0.581127	0.418873	605	423	558	756	0	0	2342
3	196201549	196212194	GRMZM2G127665	0.603945	0.396054	2981	2119	2097	3448	0	0	10645
3	196217598	196220886	GRMZM2G027976	0.461071	0.538929	766	871	901	750	0	0	3288
3	196214237	196215803	GRMZM2G127695	0.448914	0.551086	321	435	428	382	0	0	1566
3	196262900	196266224	GRMZM2G028159	0.529182	0.470818	869	747	818	890	0	0	3324
3	196270339	196271398	GRMZM2G028234	0.362606	0.637394	196	323	352	188	0	0	1059
3	196352506	196353735	GRMZM6G194106	0.385679	0.614321	155	439	316	319	0	0	1229
3	196413676	196421506	GRMZM2G309660	0.630268	0.369732	2370	1450	1445	2565	0	0	7830
3	196504342	196506358	GRMZM2G352234	0.537698	0.462302	485	429	503	599	0	0	2016
3	196510925	196511185	GRMZM2G052776	0.284615	0.715385	38	83	103	36	0	0	260
3	196550623	196557254	GRMZM2G022856	0.529784	0.470216	1617	1456	1662	1896	0	0	6631
3	196597806	196600453	GRMZM2G167174	0.587835	0.412165	911	547	544	645	0	0	2647
3	196630718	196631557	AC210193	0.287247	0.712753	94	309	289	147	0	0	839
3	196638144	196644109	GRMZM2G056120	0.558592	0.441408	1524	1222	1411	1808	0	0	5965
3	196662786	196668477	GRMZM2G055857	0.582674	0.417326	1877	1273	1102	1439	0	0	5691
3	196761522	196767915	GRMZM2G443814	0.565619	0.434381	1794	1423	1354	1822	0	0	6393
3	196936141	196947738	GRMZM2G409430	0.568250	0.431750	3064	2322	2685	3526	0	0	11597
3	196930671	196930997	GRMZM2G409473	0.585890	0.414110	83	67	68	108	0	0	326
3	197006602	197015101	GRMZM2G154165	0.598306	0.401694	2234	1688	1726	2851	0	0	8499
3	197085778	197089272	GRMZM2G446858	0.428163	0.571837	750	1009	989	746	0	0	3494
3	197317333	197319831	GRMZM2G140201	0.402722	0.597278	504	700	792	502	0	0	2498
3	197351585	197353454	GRMZM2G069694	0.422686	0.577314	410	531	548	380	0	0	1869
3	197390611	197395438	GRMZM2G021704	0.531386	0.468614	1204	1140	1122	1361	0	0	4827
3	197397402	197398627	GRMZM2G317285	0.343673	0.656327	235	343	461	186	0	0	1225
3	197424198	197445609	GRMZM2G105425	0.525945	0.474055	5506	4657	5493	5755	0	0	21411
3	197456713	197462344	GRMZM2G010306	0.567572	0.432428	1661	1207	1228	1535	0	0	5631
3	197452584	197454018	GRMZM2G314520	0.371688	0.628312	275	357	544	258	0	0	1434
3	197462440	197475909	GRMZM2G314546	0.563665	0.436335	3679	3036	2841	3913	0	0	13469
3	197476645	197477606	GRMZM2G010762	0.385016	0.614984	206	289	302	164	0	0	961
3	197485577	197487543	GRMZM2G010804	0.471516	0.528484	494	537	502	433	0	0	1966
3	197489987	197490743	GRMZM2G010936	0.431217	0.568783	143	207	223	183	0	0	756
3	197500137	197500608	GRMZM2G314582	0.314225	0.685775	82	177	146	66	0	0	471
3	197576538	197578840	GRMZM2G045215	0.455256	0.544744	519	662	592	529	0	0	2302
3	197586814	197591359	GRMZM2G045366	0.600220	0.399780	1486	940	877	1242	0	0	4545
3	197706352	197708238	GRMZM2G103666	0.594910	0.405090	565	378	386	557	0	0	1886
3	197751466	197756995	GRMZM2G103544	0.547839	0.452161	1440	1263	1237	1589	0	0	5529
3	197788574	197791197	GRMZM2G043464	0.544415	0.455585	642	583	612	786	0	0	2623
3	197786952	197788261	GRMZM2G043521	0.401070	0.598930	252	387	397	273	0	0	1309
3	197783593	197786948	GRMZM2G043926	0.495380	0.504620	816	867	826	846	0	0	3355
3	197791605	197794745	GRMZM2G043212	0.582484	0.417516	857	649	662	972	0	0	3140
3	197932431	197933810	GRMZM2G377090	0.427846	0.572154	288	412	377	302	0	0	1379
3	197959791	197974962	GRMZM2G304274	0.461604	0.538396	3784	3805	4363	3219	0	0	15171
3	197961093	197961893	GRMZM2G004617	0.316250	0.683750	115	297	250	138	0	0	800
3	198017607	198022548	GRMZM2G123277	0.540781	0.459219	1435	1250	1019	1237	0	0	4941
3	198109814	198111351	GRMZM2G127431	0.341574	0.658426	262	526	486	263	0	0	1537
3	198115939	198120058	GRMZM2G429274	0.551590	0.448410	1272	991	856	1000	0	0	4119
3	198209491	198217533	GRMZM2G167283	0.571624	0.428376	2087	1650	1795	2510	0	0	8042
3	198284413	198286314	GRMZM2G141299	0.359285	0.640715	360	615	603	323	0	0	1901
3	198303128	198303346	GRMZM2G702127	0.344037	0.655963	54	42	101	21	0	0	218
3	198438730	198444358	GRMZM2G055795	0.541933	0.458067	1375	1257	1321	1675	0	0	5628
3	198447261	198448505	AC203900	0.299839	0.700161	208	363	508	165	0	0	1244
3	198455739	198459783	GRMZM2G055898	0.469585	0.530415	958	1068	1077	941	0	0	4044
3	198462645	198467205	GRMZM2G358830	0.418640	0.581360	984	1238	1413	925	0	0	4560
3	198590118	198607743	GRMZM2G042099	0.571007	0.428993	4862	3576	3985	5202	0	0	17625
3	198643288	198644137	GRMZM2G042723	0.545347	0.454653	220	184	202	243	0	0	849
3	198650551	198653639	GRMZM2G042754	0.515868	0.484132	809	765	730	784	0	0	3088
3	198661213	198665960	GRMZM2G042818	0.584369	0.415631	1476	958	1015	1298	0	0	4747
3	198669423	198678239	GRMZM2G176699	0.597323	0.402677	2882	1816	1734	2384	0	0	8816
3	198667813	198668961	GRMZM2G474326	0.386760	0.613240	224	362	342	220	0	0	1148
3	198739065	198756046	GRMZM2G128688	0.587068	0.412932	4932	3402	3610	5037	0	0	16981
3	198746075	198749039	AC212145	0.546221	0.453779	945	689	656	674	0	0	2964
3	198802846	198804791	GRMZM2G093535	0.633419	0.366581	574	349	364	658	0	0	1945
3	198817039	198821763	GRMZM2G394586	0.494496	0.505504	1237	1209	1179	1099	0	0	4724
3	198857919	198860671	GRMZM2G081615	0.590480	0.409520	878	534	593	747	0	0	2752
3	198983585	198990185	GRMZM2G156016	0.515909	0.484091	1708	1569	1626	1697	0	0	6600
3	199004702	199005256	AC207427	0.489170	0.510830	149	129	154	122	0	0	554
3	199099298	199100836	GRMZM2G026746	0.408322	0.591677	320	457	453	308	0	0	1538
3	199091358	199098675	GRMZM2G323622	0.546535	0.453465	1880	1721	1597	2119	0	0	7317
3	199176514	199178479	GRMZM2G039246	0.582697	0.417303	581	421	399	564	0	0	1965
3	199303265	199307963	GRMZM2G477200	0.585568	0.414432	1239	909	1038	1512	0	0	4698
3	199319073	199321305	GRMZM2G177940	0.367832	0.632168	394	719	692	427	0	0	2232
3	199311665	199316444	GRMZM2G177970	0.611634	0.388366	1203	911	945	1720	0	0	4779
3	199322838	199326514	GRMZM2G177929	0.412949	0.587051	830	1050	1108	688	0	0	3676
3	199347794	199351307	GRMZM2G177883	0.374324	0.625676	638	1043	1155	677	0	0	3513
3	199340490	199346888	GRMZM5G856653	0.572679	0.427321	1698	1344	1390	1966	0	0	6398
3	199365265	199366420	GRMZM5G818186	0.325541	0.674459	178	424	355	198	0	0	1155
3	199377732	199380220	GRMZM2G057067	0.516077	0.483923	617	609	595	667	0	0	2488
